name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Hồ Chí Minh, Việt Nam",2001-11-13,31.1,21.1,26.4,36.8,21.1,28.5,22.8,81.9,,0.0,0.0,,,,,10.8,306.2,,58.5,8.3,,,,,05:47:57,17:26:47,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999']
"Hồ Chí Minh, Việt Nam",2001-11-14,31.4,23.4,27.0,38.5,23.4,29.5,24.4,86.5,,0.0,0.0,,,,,14.4,340.3,,66.8,7.8,,,,,05:48:19,17:26:43,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999']
"Hồ Chí Minh, Việt Nam",2001-11-15,30.7,23.1,26.9,36.3,23.1,29.2,23.6,83.1,,0.0,0.0,,,,,10.8,325.7,,67.8,8.7,,,,,05:48:42,17:26:40,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999']
"Hồ Chí Minh, Việt Nam",2001-11-16,31.2,22.1,26.8,36.4,22.1,28.9,22.4,77.7,,0.0,0.0,,,,,14.4,352.9,,67.8,10.2,,,,,05:49:05,17:26:38,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999']
"Hồ Chí Minh, Việt Nam",2001-11-17,31.1,21.6,26.7,35.6,21.6,28.6,22.1,76.6,,0.0,0.0,,,,,18.0,8.4,,60.0,10.6,,,,,05:49:29,17:26:37,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999']
"Hồ Chí Minh, Việt Nam",2001-11-18,30.1,22.1,26.7,35.2,22.1,28.8,22.3,77.8,,0.0,0.0,,,,,10.8,10.6,,77.8,10.6,,,,,05:49:53,17:26:38,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999']
"Hồ Chí Minh, Việt Nam",2001-11-19,30.1,22.1,26.2,34.3,22.1,27.6,21.7,77.1,,0.0,0.0,,,,,18.0,340.6,,66.5,10.6,,,,,05:50:18,17:26:39,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999']
"Hồ Chí Minh, Việt Nam",2001-11-20,27.1,22.1,24.3,28.6,22.1,24.4,19.8,76.5,,0.0,0.0,,,,,21.6,15.1,,90.0,9.0,,,,,05:50:44,17:26:42,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999']
"Hồ Chí Minh, Việt Nam",2001-11-21,29.1,20.1,25.2,31.0,20.1,25.9,19.6,72.1,,0.0,0.0,,,,,10.8,326.7,,78.3,9.3,,,,,05:51:10,17:26:45,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999']
"Hồ Chí Minh, Việt Nam",2001-11-22,31.1,19.1,25.4,34.7,19.1,26.4,21.2,78.9,,0.0,0.0,,,,,10.8,315.9,,66.2,7.8,,,,,05:51:37,17:26:50,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999']
"Hồ Chí Minh, Việt Nam",2001-11-23,31.1,22.1,27.2,35.6,22.1,29.8,23.0,78.7,,0.0,0.0,,,,,10.8,95.1,,52.6,7.2,,,,,05:52:04,17:26:56,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999']
"Hồ Chí Minh, Việt Nam",2001-11-24,30.1,22.7,26.8,35.0,22.7,28.7,23.4,82.6,,0.0,0.0,,,,,14.4,252.3,,46.1,7.6,,,,,05:52:31,17:27:03,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999']
"Hồ Chí Minh, Việt Nam",2001-11-25,30.1,23.7,26.2,34.3,23.7,27.6,22.8,82.2,,0.0,0.0,,,,,14.4,170.7,,66.3,9.5,,,,,05:53:00,17:27:11,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999']
"Hồ Chí Minh, Việt Nam",2001-11-26,30.1,22.1,26.1,33.4,22.1,27.4,22.2,80.4,,0.0,0.0,,,,,14.4,46.0,,62.0,6.3,,,,,05:53:28,17:27:20,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999']
"Hồ Chí Minh, Việt Nam",2001-11-27,31.1,20.1,26.2,33.8,20.1,27.3,21.0,74.9,,0.0,0.0,,,,,10.8,100.0,,42.9,6.6,,,,,05:53:57,17:27:30,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999']
"Hồ Chí Minh, Việt Nam",2001-11-28,31.1,21.1,26.8,33.8,21.1,28.3,21.7,75.5,,0.0,0.0,,,,,14.4,93.2,,43.5,9.1,,,,,05:54:27,17:27:41,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999']
"Hồ Chí Minh, Việt Nam",2001-11-29,31.1,23.1,27.5,35.6,23.1,30.4,23.7,80.4,,0.0,0.0,,,,,14.4,43.3,,58.0,9.5,,,,,05:54:56,17:27:53,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999']
"Hồ Chí Minh, Việt Nam",2001-11-30,32.1,23.9,27.9,38.0,23.9,31.3,24.3,81.1,,0.0,0.0,,,,,14.4,107.9,,65.6,7.3,,,,,05:55:26,17:28:06,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999']
"Hồ Chí Minh, Việt Nam",2001-12-01,32.1,24.1,28.1,38.2,24.1,31.3,24.1,80.0,,0.0,0.0,,,,,14.4,105.2,,42.2,9.3,,,,,05:55:57,17:28:20,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999']
"Hồ Chí Minh, Việt Nam",2001-12-02,32.1,23.1,27.8,38.0,23.1,30.7,23.5,78.3,,0.0,0.0,,,,,14.4,108.8,,42.2,8.6,,,,,05:56:28,17:28:35,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999']
"Hồ Chí Minh, Việt Nam",2001-12-03,30.1,24.6,26.7,36.3,24.6,28.5,24.7,89.1,,0.0,0.0,,,,,14.4,207.7,,76.7,7.0,,,,,05:56:59,17:28:51,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999']
"Hồ Chí Minh, Việt Nam",2001-12-04,30.1,23.1,27.1,36.3,23.1,30.0,24.4,86.2,,0.0,0.0,,,,,7.2,160.8,,75.7,5.2,,,,,05:57:30,17:29:08,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999']
"Hồ Chí Minh, Việt Nam",2001-12-05,30.1,25.1,27.7,37.6,25.1,31.1,24.9,85.2,,0.0,0.0,,,,,10.8,264.8,,86.0,5.0,,,,,05:58:01,17:29:26,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999']
"Hồ Chí Minh, Việt Nam",2001-12-06,31.1,23.1,27.4,36.8,23.1,30.3,24.1,83.1,,0.0,0.0,,,,,10.8,319.3,,61.9,8.4,,,,,05:58:33,17:29:45,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999']
"Hồ Chí Minh, Việt Nam",2001-12-07,31.2,22.1,27.0,35.2,22.1,28.9,22.4,77.8,,0.0,0.0,,,,,14.4,355.8,,48.6,8.1,,,,,05:59:05,17:30:04,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999']
"Hồ Chí Minh, Việt Nam",2001-12-08,33.1,22.1,27.9,35.9,22.1,29.5,21.2,68.9,,0.0,0.0,,,,,28.8,336.6,,39.2,9.7,,,,,05:59:36,17:30:25,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999']
"Hồ Chí Minh, Việt Nam",2001-12-09,32.1,23.1,27.9,36.9,23.1,30.0,22.1,72.1,,0.0,0.0,,,,,28.8,319.8,,40.0,10.3,,,,,06:00:08,17:30:46,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999']
"Hồ Chí Minh, Việt Nam",2001-12-10,31.1,22.1,26.9,35.6,22.1,28.9,23.0,80.5,,0.0,0.0,,,,,14.4,278.3,,40.0,10.6,,,,,06:00:40,17:31:08,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999']
"Hồ Chí Minh, Việt Nam",2001-12-11,31.1,22.1,27.2,35.6,22.1,29.8,23.3,80.2,,0.0,0.0,,,,,14.4,151.8,,49.5,9.2,,,,,06:01:12,17:31:31,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999']
"Hồ Chí Minh, Việt Nam",2001-12-12,32.7,24.1,27.3,39.6,24.1,29.6,24.5,86.1,,0.0,0.0,,,,,14.4,64.1,,58.6,8.0,,,,,06:01:44,17:31:55,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999']
"Hồ Chí Minh, Việt Nam",2001-12-13,32.1,24.1,28.3,38.2,24.1,31.9,24.1,78.9,,0.0,0.0,,,,,18.0,56.5,,48.5,9.2,,,,,06:02:16,17:32:20,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999']
"Hồ Chí Minh, Việt Nam",2001-12-14,32.9,24.9,28.7,37.4,24.9,31.1,22.6,70.7,,0.0,0.0,,,,,21.6,32.7,,60.5,10.2,,,,,06:02:48,17:32:45,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999']
"Hồ Chí Minh, Việt Nam",2001-12-15,32.1,24.1,27.2,36.9,24.1,28.9,23.1,79.1,,0.0,0.0,,,,,21.6,61.1,,68.9,9.4,,,,,06:03:20,17:33:11,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999']
"Hồ Chí Minh, Việt Nam",2001-12-16,32.1,24.1,26.8,39.3,24.1,29.3,24.3,87.0,,0.0,0.0,,,,,21.6,97.0,,57.4,8.7,,,,,06:03:51,17:33:37,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999']
"Hồ Chí Minh, Việt Nam",2001-12-17,32.1,22.9,28.0,39.3,22.9,31.8,24.1,80.5,,0.0,0.0,,,,,10.8,73.6,,42.5,8.4,,,,,06:04:23,17:34:05,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999']
"Hồ Chí Minh, Việt Nam",2001-12-18,34.1,23.1,29.1,40.7,23.1,32.4,23.2,72.0,,0.0,0.0,,,,,18.0,106.2,,37.8,9.3,,,,,06:04:54,17:34:32,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999']
"Hồ Chí Minh, Việt Nam",2001-12-19,33.1,24.1,28.7,36.8,24.1,30.8,22.4,71.1,,0.0,0.0,,,,,18.0,34.5,,30.6,10.1,,,,,06:05:25,17:35:01,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999']
"Hồ Chí Minh, Việt Nam",2001-12-20,33.1,22.1,28.3,37.1,22.1,30.5,22.0,70.5,,0.0,0.0,,,,,18.0,23.0,,42.9,10.1,,,,,06:05:56,17:35:30,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999']
"Hồ Chí Minh, Việt Nam",2001-12-21,32.1,23.1,27.7,35.0,23.1,29.6,21.4,69.4,,0.0,0.0,,,,,25.2,24.7,,63.0,11.1,,,,,06:06:26,17:35:59,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999']
"Hồ Chí Minh, Việt Nam",2001-12-22,31.1,22.1,26.8,33.1,22.1,27.6,19.7,66.2,,0.0,0.0,,,,,21.6,13.5,,49.4,10.1,,,,,06:06:56,17:36:29,0.24,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999']
"Hồ Chí Minh, Việt Nam",2001-12-23,30.1,20.1,25.4,32.1,20.1,26.1,19.1,69.2,,0.0,0.0,,,,,14.4,337.3,,57.5,9.4,,,,,06:07:25,17:36:59,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999']
"Hồ Chí Minh, Việt Nam",2001-12-24,29.4,19.1,24.7,31.9,19.1,25.5,20.3,77.3,,0.0,0.0,,,,,14.4,301.4,,45.3,7.6,,,,,06:07:54,17:37:30,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999']
"Hồ Chí Minh, Việt Nam",2001-12-25,31.1,19.1,26.0,33.8,19.1,27.2,20.8,74.6,,0.0,0.0,,,,,10.8,306.8,,40.0,6.6,,,,,06:08:23,17:38:01,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999']
"Hồ Chí Minh, Việt Nam",2001-12-26,30.9,21.1,25.9,34.1,21.1,27.1,21.8,79.3,,0.0,0.0,,,,,18.0,291.5,,42.9,7.3,,,,,06:08:51,17:38:32,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999']
"Hồ Chí Minh, Việt Nam",2001-12-27,31.1,22.1,26.8,36.7,22.1,29.4,23.4,82.3,,0.0,0.0,,,,,14.4,147.1,,59.5,5.3,,,,,06:09:19,17:39:04,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999']
"Hồ Chí Minh, Việt Nam",2001-12-28,30.6,24.1,27.1,35.4,24.1,29.2,22.9,78.0,,0.0,0.0,,,,,18.0,150.4,,81.2,6.9,,,,,06:09:46,17:39:36,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999']
"Hồ Chí Minh, Việt Nam",2001-12-29,31.1,21.1,26.0,31.9,21.1,26.6,19.7,70.0,,0.0,0.0,,,,,10.8,15.9,,45.3,9.4,,,,,06:10:12,17:40:08,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999']
"Hồ Chí Minh, Việt Nam",2001-12-30,30.1,19.1,25.3,30.9,19.1,25.6,17.7,65.1,,0.0,0.0,,,,,14.4,6.5,,33.3,7.0,,,,,06:10:38,17:40:40,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999']
"Hồ Chí Minh, Việt Nam",2001-12-31,30.7,20.1,25.8,32.2,20.1,26.4,20.1,73.3,,0.0,0.0,,,,,14.4,261.5,,32.8,6.7,,,,,06:11:03,17:41:13,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999']
"Hồ Chí Minh, Việt Nam",2002-01-01,30.4,20.1,26.3,32.4,20.1,27.1,20.4,72.0,,0.0,0.0,,,,,18.0,82.7,,36.7,5.9,,,,,06:11:28,17:41:45,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999']
"Hồ Chí Minh, Việt Nam",2002-01-02,31.1,20.1,25.4,33.1,20.1,26.0,19.8,72.9,,0.0,0.0,,,,,10.8,357.9,,40.0,5.7,,,,,06:11:52,17:42:18,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999']
"Hồ Chí Minh, Việt Nam",2002-01-03,30.2,21.1,25.6,31.1,21.1,26.0,18.4,66.1,,0.0,0.0,,,,,14.4,44.0,,47.9,7.1,,,,,06:12:15,17:42:51,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999']
"Hồ Chí Minh, Việt Nam",2002-01-04,32.1,20.1,26.2,33.6,20.1,26.8,19.5,68.3,,0.0,0.0,,,,,10.8,357.2,,41.8,8.2,,,,,06:12:37,17:43:24,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999']
"Hồ Chí Minh, Việt Nam",2002-01-05,30.1,22.9,26.7,33.5,22.9,28.1,22.2,77.4,,0.0,0.0,,,,,14.4,268.4,,53.0,7.0,,,,,06:12:59,17:43:56,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999']
"Hồ Chí Minh, Việt Nam",2002-01-06,30.1,21.7,26.1,33.4,21.7,27.4,21.9,78.4,,0.0,0.0,,,,,10.8,225.3,,58.5,5.3,,,,,06:13:19,17:44:29,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999']
"Hồ Chí Minh, Việt Nam",2002-01-07,31.1,22.1,26.9,33.1,22.1,28.0,20.5,69.7,,0.0,0.0,,,,,14.4,6.3,,33.5,8.6,,,,,06:13:39,17:45:02,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999']
"Hồ Chí Minh, Việt Nam",2002-01-08,31.1,20.1,25.8,32.5,20.1,26.3,19.3,69.0,,0.0,0.0,,,,,10.8,18.3,,30.0,8.2,,,,,06:13:58,17:45:34,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999']
"Hồ Chí Minh, Việt Nam",2002-01-09,31.2,20.1,26.2,33.1,20.1,27.0,20.1,71.0,,0.0,0.0,,,,,10.8,0.6,,35.3,6.6,,,,,06:14:17,17:46:07,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999']
"Hồ Chí Minh, Việt Nam",2002-01-10,32.4,20.9,26.9,33.6,20.9,27.9,20.3,69.7,,0.0,0.0,,,,,18.0,135.7,,38.6,7.2,,,,,06:14:34,17:46:39,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999']
"Hồ Chí Minh, Việt Nam",2002-01-11,31.1,21.9,26.8,33.8,21.9,27.9,20.4,69.3,,0.0,0.0,,,,,14.4,125.1,,43.5,7.4,,,,,06:14:50,17:47:11,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999']
"Hồ Chí Minh, Việt Nam",2002-01-12,31.1,22.7,26.9,32.5,22.7,27.7,20.1,67.2,,0.0,0.0,,,,,14.4,110.6,,57.5,9.4,,,,,06:15:06,17:47:43,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999']
"Hồ Chí Minh, Việt Nam",2002-01-13,32.1,23.9,27.0,35.0,23.9,27.8,20.6,69.2,,0.0,0.0,,,,,18.0,116.9,,56.7,10.3,,,,,06:15:20,17:48:14,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999']
"Hồ Chí Minh, Việt Nam",2002-01-14,31.1,23.1,26.9,33.1,23.1,28.0,20.8,70.4,,0.0,0.0,,,,,14.4,118.3,,51.0,9.3,,,,,06:15:34,17:48:46,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999']
"Hồ Chí Minh, Việt Nam",2002-01-15,33.1,24.1,28.3,36.9,24.1,30.4,21.9,69.4,,0.0,0.0,,,,,14.4,112.9,,48.5,9.7,,,,,06:15:46,17:49:17,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999']
"Hồ Chí Minh, Việt Nam",2002-01-16,32.6,24.1,28.1,36.9,24.1,30.6,23.1,75.4,,0.0,0.0,,,,,18.0,146.7,,55.5,9.3,,,,,06:15:58,17:49:47,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999']
"Hồ Chí Minh, Việt Nam",2002-01-17,32.1,24.1,27.8,38.0,24.1,30.5,23.5,77.9,,0.0,0.0,,,,,18.0,134.7,,62.6,9.6,,,,,06:16:09,17:50:17,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999']
"Hồ Chí Minh, Việt Nam",2002-01-18,31.2,24.1,27.7,37.4,24.1,30.4,23.5,78.4,,0.0,0.0,,,,,18.0,152.5,,56.3,8.8,,,,,06:16:18,17:50:47,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999']
"Hồ Chí Minh, Việt Nam",2002-01-19,34.1,24.9,29.0,39.5,24.9,31.9,23.2,72.3,,0.0,0.0,,,,,21.6,124.2,,38.1,10.3,,,,,06:16:27,17:51:17,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999']
"Hồ Chí Minh, Việt Nam",2002-01-20,34.1,24.7,28.7,39.3,24.7,31.7,23.6,75.4,,0.0,0.0,,,,,18.0,93.5,,38.3,9.8,,,,,06:16:34,17:51:46,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999']
"Hồ Chí Minh, Việt Nam",2002-01-21,33.1,24.1,28.3,38.2,24.1,30.8,22.8,73.6,,0.0,0.0,,,,,18.0,111.1,,47.4,8.6,,,,,06:16:41,17:52:14,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999']
"Hồ Chí Minh, Việt Nam",2002-01-22,33.1,23.1,27.8,35.4,23.1,29.3,21.7,70.9,,0.0,0.0,,,,,18.0,116.3,,40.0,10.4,,,,,06:16:46,17:52:43,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999']
"Hồ Chí Minh, Việt Nam",2002-01-23,32.4,23.1,27.4,35.4,23.1,28.7,21.4,71.2,,0.0,0.0,,,,,18.0,129.3,,37.5,7.9,,,,,06:16:51,17:53:10,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999']
"Hồ Chí Minh, Việt Nam",2002-01-24,33.1,22.1,27.9,35.4,22.1,29.3,21.1,68.9,,0.0,0.0,,,,,14.4,121.4,,33.3,6.9,,,,,06:16:54,17:53:37,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999']
"Hồ Chí Minh, Việt Nam",2002-01-25,32.1,22.4,27.7,36.9,22.4,29.9,22.5,74.4,,0.0,0.0,,,,,14.4,110.3,,53.8,7.0,,,,,06:16:57,17:54:04,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999']
"Hồ Chí Minh, Việt Nam",2002-01-26,33.1,23.7,28.3,38.2,23.7,30.3,22.1,70.5,,0.0,0.0,,,,,21.6,113.0,,42.0,9.1,,,,,06:16:58,17:54:30,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999']
"Hồ Chí Minh, Việt Nam",2002-01-27,34.1,22.1,28.4,39.5,22.1,30.5,21.6,69.2,,0.0,0.0,,,,,18.0,112.7,,36.8,9.5,,,,,06:16:58,17:54:55,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999']
"Hồ Chí Minh, Việt Nam",2002-01-28,34.1,24.1,28.9,39.5,24.1,31.4,22.3,68.9,,0.0,0.0,,,,,18.0,101.7,,34.7,8.4,,,,,06:16:57,17:55:20,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999']
"Hồ Chí Minh, Việt Nam",2002-01-29,34.2,23.1,28.4,45.8,23.1,30.3,21.1,66.4,,0.0,0.0,,,,,14.4,91.5,,28.7,9.7,,,,,06:16:56,17:55:45,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999']
"Hồ Chí Minh, Việt Nam",2002-01-30,33.1,23.1,27.6,33.0,23.1,28.0,18.8,61.2,,0.0,0.0,,,,,14.4,105.2,,36.9,8.6,,,,,06:16:53,17:56:08,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999']
"Hồ Chí Minh, Việt Nam",2002-01-31,31.4,21.1,26.7,31.9,21.1,26.7,16.6,55.2,,0.0,0.0,,,,,14.4,138.4,,32.5,8.1,,,,,06:16:49,17:56:32,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999']
"Hồ Chí Minh, Việt Nam",2002-02-01,32.7,21.7,27.7,34.4,21.7,28.8,19.5,62.4,,0.0,0.0,,,,,18.0,144.6,,36.9,8.2,,,,,06:16:44,17:56:54,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999']
"Hồ Chí Minh, Việt Nam",2002-02-02,32.2,22.2,27.1,34.8,22.2,28.1,20.8,70.0,,0.0,0.0,,,,,18.0,82.2,,44.4,7.5,,,,,06:16:38,17:57:16,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999']
"Hồ Chí Minh, Việt Nam",2002-02-03,33.1,21.1,27.0,34.1,21.1,27.7,19.5,66.0,,0.0,0.0,,,,,18.0,65.6,,30.8,7.1,,,,,06:16:31,17:57:37,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999']
"Hồ Chí Minh, Việt Nam",2002-02-04,33.1,22.6,27.2,34.7,22.6,27.9,20.2,67.8,,0.0,0.0,,,,,21.6,113.3,,26.2,8.7,,,,,06:16:22,17:57:58,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999']
"Hồ Chí Minh, Việt Nam",2002-02-05,33.1,22.9,26.8,33.1,22.9,27.4,19.7,67.3,,0.0,0.0,,,,,18.0,116.0,,46.2,9.1,,,,,06:16:13,17:58:18,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999']
"Hồ Chí Minh, Việt Nam",2002-02-06,32.1,22.2,26.4,32.5,22.2,26.7,19.1,65.8,,0.0,0.0,,,,,18.0,121.7,,44.7,9.3,,,,,06:16:03,17:58:37,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999']
"Hồ Chí Minh, Việt Nam",2002-02-07,32.1,23.1,26.4,34.3,23.1,27.2,20.2,69.9,,0.0,0.0,,,,,18.0,137.8,,46.9,8.3,,,,,06:15:52,17:58:56,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999']
"Hồ Chí Minh, Việt Nam",2002-02-08,31.1,23.7,26.6,33.8,23.7,27.5,20.8,71.3,,0.0,0.0,,,,,18.0,134.8,,37.1,9.7,,,,,06:15:40,17:59:14,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999']
"Hồ Chí Minh, Việt Nam",2002-02-09,33.1,23.9,27.3,34.7,23.9,28.1,20.6,68.6,,0.0,0.0,,,,,21.6,134.4,,41.7,8.9,,,,,06:15:27,17:59:32,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999']
"Hồ Chí Minh, Việt Nam",2002-02-10,35.1,22.1,27.6,35.3,22.1,28.2,19.9,66.4,,0.0,0.0,,,,,18.0,122.3,,37.7,7.9,,,,,06:15:13,17:59:49,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999']
"Hồ Chí Minh, Việt Nam",2002-02-11,33.1,21.1,26.8,36.2,21.1,27.6,20.1,68.8,,0.0,0.0,,,,,21.6,157.4,,32.5,6.8,,,,,06:14:58,18:00:05,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999']
"Hồ Chí Minh, Việt Nam",2002-02-12,34.1,21.1,27.3,35.2,21.1,28.1,19.9,66.6,,0.0,0.0,,,,,21.6,129.4,,56.2,7.3,,,,,06:14:42,18:00:21,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999']
"Hồ Chí Minh, Việt Nam",2002-02-13,33.1,20.1,26.6,34.7,20.1,27.3,19.5,67.2,,0.0,0.0,,,,,21.6,161.3,,37.9,9.0,,,,,06:14:26,18:00:35,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999']
"Hồ Chí Minh, Việt Nam",2002-02-14,33.1,22.1,27.6,34.1,22.1,28.1,18.8,61.1,,0.0,0.0,,,,,21.6,111.8,,31.4,10.0,,,,,06:14:08,18:00:50,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48900099999']
